nivel;distrito;concelho;freguesia;dicofre;brasao
3;Bragança;Macedo de Cavaleiros;União das freguesias de Talhinhas e Bagueixe;040544;
3;Bragança;Miranda do Douro;Duas Igrejas;040604;https://dados.gov.pt/s/brasoes/040604.png
3;Bragança;Miranda do Douro;Genísio;040605;https://dados.gov.pt/s/brasoes/040605.png
3;Bragança;Miranda do Douro;Malhadas;040607;https://dados.gov.pt/s/brasoes/040607.png
3;Bragança;Miranda do Douro;Miranda do Douro;040608;https://dados.gov.pt/s/brasoes/040608.png
3;Bragança;Miranda do Douro;Palaçoulo;040609;https://dados.gov.pt/s/brasoes/040609.png
3;Bragança;Miranda do Douro;Picote;040611;https://dados.gov.pt/s/brasoes/040611.png
3;Bragança;Miranda do Douro;Póvoa;040612;https://dados.gov.pt/s/brasoes/040612.png
3;Bragança;Miranda do Douro;São Martinho de Angueira;040613;https://dados.gov.pt/s/brasoes/040613.png
3;Bragança;Miranda do Douro;Vila Chã de Braciosa;040616;https://dados.gov.pt/s/brasoes/040616.png
3;Bragança;Miranda do Douro;União das freguesias de Constantim e Cicouro;040618;
3;Bragança;Miranda do Douro;União das freguesias de Ifanes e Paradela;040619;
3;Bragança;Miranda do Douro;União das freguesias de Sendim e Atenor;040620;
3;Bragança;Miranda do Douro;União das freguesias de Silva e Águas Vivas;040621;
3;Bragança;Mirandela;Abambres;040701;https://dados.gov.pt/s/brasoes/040701.png
3;Bragança;Mirandela;Abreiro;040702;https://dados.gov.pt/s/brasoes/040702.png
3;Bragança;Mirandela;Aguieiras;040703;https://dados.gov.pt/s/brasoes/040703.png
3;Bragança;Mirandela;Alvites;040704;https://dados.gov.pt/s/brasoes/040704.png
3;Bragança;Mirandela;Bouça;040708;https://dados.gov.pt/s/brasoes/040708.png
3;Bragança;Mirandela;Cabanelas;040709;
3;Bragança;Mirandela;Caravelas;040710;https://dados.gov.pt/s/brasoes/040710.png
3;Bragança;Mirandela;Carvalhais;040711;https://dados.gov.pt/s/brasoes/040711.png
3;Bragança;Mirandela;Cedães;040712;https://dados.gov.pt/s/brasoes/040712.png
3;Bragança;Mirandela;Cobro;040713;https://dados.gov.pt/s/brasoes/040713.png
3;Bragança;Mirandela;Fradizela;040714;https://dados.gov.pt/s/brasoes/040714.png
3;Bragança;Mirandela;Frechas;040716;https://dados.gov.pt/s/brasoes/040716.png
3;Bragança;Mirandela;Lamas de Orelhão;040718;https://dados.gov.pt/s/brasoes/040718.png
3;Bragança;Mirandela;Mascarenhas;040720;https://dados.gov.pt/s/brasoes/040720.png
3;Bragança;Mirandela;Mirandela;040721;
3;Bragança;Mirandela;Múrias;040722;https://dados.gov.pt/s/brasoes/040722.png
3;Bragança;Mirandela;Passos;040724;
3;Bragança;Mirandela;São Pedro Velho;040727;https://dados.gov.pt/s/brasoes/040727.png
3;Bragança;Mirandela;São Salvador;040728;https://dados.gov.pt/s/brasoes/040728.png
3;Bragança;Mirandela;Suçães;040729;
3;Bragança;Mirandela;Torre de Dona Chama;040730;https://dados.gov.pt/s/brasoes/040730.png
3;Bragança;Mirandela;Vale de Asnes;040731;https://dados.gov.pt/s/brasoes/040731.png
3;Bragança;Mirandela;Vale de Gouvinhas;040732;https://dados.gov.pt/s/brasoes/040732.png
3;Bragança;Mirandela;Vale de Salgueiro;040733;https://dados.gov.pt/s/brasoes/040733.png
3;Bragança;Mirandela;Vale de Telhas;040734;https://dados.gov.pt/s/brasoes/040734.png
3;Bragança;Mirandela;União das freguesias de Avantos e Romeu;040738;
3;Bragança;Mirandela;União das freguesias de Avidagos, Navalho e Pereira;040739;
3;Bragança;Mirandela;União das freguesias de Barcel, Marmelos e Valverde da Gestosa;040740;
3;Bragança;Mirandela;União das freguesias de Franco e Vila Boa;040741;
3;Bragança;Mirandela;União das freguesias de Freixeda e Vila Verde;040742;
3;Bragança;Mogadouro;Azinhoso;040801;https://dados.gov.pt/s/brasoes/040801.png
3;Bragança;Mogadouro;Bemposta;040802;https://dados.gov.pt/s/brasoes/040802.png
3;Bragança;Mogadouro;Bruçó;040803;https://dados.gov.pt/s/brasoes/040803.png
3;Bragança;Mogadouro;Brunhoso;040804;https://dados.gov.pt/s/brasoes/040804.png
3;Bragança;Mogadouro;Castelo Branco;040807;https://dados.gov.pt/s/brasoes/040807.png
3;Bragança;Mogadouro;Castro Vicente;040808;https://dados.gov.pt/s/brasoes/040808.png
3;Bragança;Mogadouro;Meirinhos;040809;https://dados.gov.pt/s/brasoes/040809.png
3;Bragança;Mogadouro;Paradela;040811;
3;Bragança;Mogadouro;Penas Roias;040812;https://dados.gov.pt/s/brasoes/040812.png
3;Bragança;Mogadouro;Peredo da Bemposta;040813;https://dados.gov.pt/s/brasoes/040813.png
3;Bragança;Mogadouro;Saldanha;040815;https://dados.gov.pt/s/brasoes/040815.png
3;Bragança;Mogadouro;São Martinho do Peso;040817;https://dados.gov.pt/s/brasoes/040817.png
3;Bragança;Mogadouro;Tó;040819;https://dados.gov.pt/s/brasoes/040819.png
3;Bragança;Mogadouro;Travanca;040820;https://dados.gov.pt/s/brasoes/040820.png
3;Bragança;Mogadouro;Urrós;040821;https://dados.gov.pt/s/brasoes/040821.png
3;Bragança;Mogadouro;Vale da Madre;040822;https://dados.gov.pt/s/brasoes/040822.png
3;Bragança;Mogadouro;Vila de Ala;040826;https://dados.gov.pt/s/brasoes/040826.png
3;Bragança;Mogadouro;União das freguesias de Brunhozinho, Castanheira e Sanhoane;040829;
3;Bragança;Mogadouro;União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;040830;
3;Bragança;Mogadouro;União das freguesias de Remondes e Soutelo;040831;
3;Bragança;Mogadouro;União das freguesias de Vilarinho dos Galegos e Ventozelo;040832;
3;Bragança;Torre de Moncorvo;Açoreira;040901;https://dados.gov.pt/s/brasoes/040901.png
3;Bragança;Torre de Moncorvo;Cabeça Boa;040903;https://dados.gov.pt/s/brasoes/040903.png
3;Bragança;Torre de Moncorvo;Carviçais;040905;https://dados.gov.pt/s/brasoes/040905.png
3;Bragança;Torre de Moncorvo;Castedo;040906;https://dados.gov.pt/s/brasoes/040906.png
3;Bragança;Torre de Moncorvo;Horta da Vilariça;040909;https://dados.gov.pt/s/brasoes/040909.png
3;Bragança;Torre de Moncorvo;Larinho;040910;https://dados.gov.pt/s/brasoes/040910.png
3;Bragança;Torre de Moncorvo;Lousa;040911;https://dados.gov.pt/s/brasoes/040911.png
3;Bragança;Torre de Moncorvo;Mós;040913;
3;Bragança;Torre de Moncorvo;Torre de Moncorvo;040916;
3;Bragança;Torre de Moncorvo;União das freguesias de Adeganha e Cardanha;040918;
3;Bragança;Torre de Moncorvo;União das freguesias de Felgar e Souto da Velha;040919;
3;Bragança;Torre de Moncorvo;União das freguesias de Felgueiras e Maçores;040920;
3;Bragança;Torre de Moncorvo;União das freguesias de Urros e Peredo dos Castelhanos;040921;
3;Bragança;Vila Flor;Benlhevai;041002;https://dados.gov.pt/s/brasoes/041002.png
3;Bragança;Vila Flor;Freixiel;041005;https://dados.gov.pt/s/brasoes/041005.png
3;Bragança;Vila Flor;Roios;041009;https://dados.gov.pt/s/brasoes/041009.png
3;Bragança;Vila Flor;Samões;041010;https://dados.gov.pt/s/brasoes/041010.png
3;Bragança;Vila Flor;Sampaio;041011;https://dados.gov.pt/s/brasoes/041011.png
3;Bragança;Vila Flor;Santa Comba de Vilariça;041012;https://dados.gov.pt/s/brasoes/041012.png
3;Bragança;Vila Flor;Seixo de Manhoses;041013;https://dados.gov.pt/s/brasoes/041013.png
3;Bragança;Vila Flor;Trindade;041014;https://dados.gov.pt/s/brasoes/041014.png
3;Bragança;Vila Flor;Vale Frechoso;041015;https://dados.gov.pt/s/brasoes/041015.png
3;Bragança;Vila Flor;União das freguesias de Assares e Lodões;041020;
3;Bragança;Vila Flor;União das freguesias de Candoso e Carvalho de Egas;041021;
3;Bragança;Vila Flor;União das freguesias de Valtorno e Mourão;041022;
3;Bragança;Vila Flor;União das freguesias de Vila Flor e Nabo;041023;
3;Bragança;Vila Flor;União das freguesias de Vilas Boas e Vilarinho das Azenhas;041024;
3;Bragança;Vimioso;Argozelo;041103;https://dados.gov.pt/s/brasoes/041103.png
3;Bragança;Vimioso;Carção;041107;https://dados.gov.pt/s/brasoes/041107.png
3;Bragança;Vimioso;Matela;041108;https://dados.gov.pt/s/brasoes/041108.png
3;Bragança;Vimioso;Pinelo;041109;https://dados.gov.pt/s/brasoes/041109.png
3;Bragança;Vimioso;Santulhão;041110;https://dados.gov.pt/s/brasoes/041110.png
3;Bragança;Vimioso;Vilar Seco;041113;https://dados.gov.pt/s/brasoes/041113.png
3;Bragança;Vimioso;Vimioso;041114;https://dados.gov.pt/s/brasoes/041114.png
3;Bragança;Vimioso;União das freguesias de Algoso, Campo de Víboras e Uva;041115;
3;Bragança;Vimioso;União das freguesias de Caçarelhos e Angueira;041116;
3;Bragança;Vimioso;União das freguesias de Vale de Frades e Avelanoso;041117;
3;Bragança;Vinhais;Agrochão;041201;https://dados.gov.pt/s/brasoes/041201.png
3;Bragança;Vinhais;Candedo;041203;https://dados.gov.pt/s/brasoes/041203.png
3;Bragança;Vinhais;Celas;041204;https://dados.gov.pt/s/brasoes/041204.png
3;Bragança;Vinhais;Edral;041206;https://dados.gov.pt/s/brasoes/041206.png
3;Bragança;Vinhais;Edrosa;041207;https://dados.gov.pt/s/brasoes/041207.png
3;Bragança;Vinhais;Ervedosa;041208;https://dados.gov.pt/s/brasoes/041208.png
3;Bragança;Vinhais;Paçó;041215;https://dados.gov.pt/s/brasoes/041215.png
3;Bragança;Vinhais;Penhas Juntas;041216;https://dados.gov.pt/s/brasoes/041216.png
3;Bragança;Vinhais;Rebordelo;041219;https://dados.gov.pt/s/brasoes/041219.png
3;Bragança;Vinhais;Santalha;041221;https://dados.gov.pt/s/brasoes/041221.png
3;Bragança;Vinhais;Tuizelo;041226;https://dados.gov.pt/s/brasoes/041226.png
3;Bragança;Vinhais;Vale das Fontes;041227;https://dados.gov.pt/s/brasoes/041227.png
3;Bragança;Vinhais;Vila Boa de Ousilhão;041229;https://dados.gov.pt/s/brasoes/041229.png
3;Bragança;Vinhais;Vila Verde;041230;
3;Bragança;Vinhais;Vilar de Ossos;041232;https://dados.gov.pt/s/brasoes/041232.png
3;Bragança;Vinhais;Vilar de Peregrinos;041233;https://dados.gov.pt/s/brasoes/041233.png
3;Bragança;Vinhais;Vilar Seco de Lomba;041234;https://dados.gov.pt/s/brasoes/041234.png
3;Bragança;Vinhais;Vinhais;041235;
3;Bragança;Vinhais;União das freguesias de Curopos e Vale de Janeiro;041236;
3;Bragança;Vinhais;União das freguesias de Moimenta e Montouto;041237;
3;Bragança;Vinhais;União das freguesias de Nunes e Ousilhão;041238;
3;Bragança;Vinhais;União das freguesias de Quirás e Pinheiro Novo;041239;
3;Bragança;Vinhais;União das freguesias de Sobreiro de Baixo e Alvaredos;041240;
3;Bragança;Vinhais;União das freguesias de Soeira, Fresulfe e Mofreita;041241;
3;Bragança;Vinhais;União das freguesias de Travanca e Santa Cruz;041242;
3;Bragança;Vinhais;União das freguesias de Vilar de Lomba e São Jomil;041243;
3;Castelo Branco;Belmonte;Caria;050102;https://dados.gov.pt/s/brasoes/050102.png
3;Castelo Branco;Belmonte;Inguias;050104;https://dados.gov.pt/s/brasoes/050104.png
3;Castelo Branco;Belmonte;Maçainhas;050105;https://dados.gov.pt/s/brasoes/050105.png
3;Castelo Branco;Belmonte;União das freguesias de Belmonte e Colmeal da Torre;050106;
3;Castelo Branco;Castelo Branco;Alcains;050201;https://dados.gov.pt/s/brasoes/050201.png
3;Castelo Branco;Castelo Branco;Almaceda;050202;https://dados.gov.pt/s/brasoes/050202.png
3;Castelo Branco;Castelo Branco;Benquerenças;050203;https://dados.gov.pt/s/brasoes/050203.png
3;Castelo Branco;Castelo Branco;Castelo Branco;050205;
3;Castelo Branco;Castelo Branco;Lardosa;050211;https://dados.gov.pt/s/brasoes/050211.png
3;Castelo Branco;Castelo Branco;Louriçal do Campo;050212;https://dados.gov.pt/s/brasoes/050212.png
3;Castelo Branco;Castelo Branco;Malpica do Tejo;050214;https://dados.gov.pt/s/brasoes/050214.png
3;Castelo Branco;Castelo Branco;Monforte da Beira;050216;https://dados.gov.pt/s/brasoes/050216.png
3;Castelo Branco;Castelo Branco;Salgueiro do Campo;050220;https://dados.gov.pt/s/brasoes/050220.png
3;Castelo Branco;Castelo Branco;Santo André das Tojeiras;050221;https://dados.gov.pt/s/brasoes/050221.png
3;Castelo Branco;Castelo Branco;São Vicente da Beira;050222;https://dados.gov.pt/s/brasoes/050222.png
3;Castelo Branco;Castelo Branco;Sarzedas;050223;https://dados.gov.pt/s/brasoes/050223.png
3;Castelo Branco;Castelo Branco;Tinalhas;050225;https://dados.gov.pt/s/brasoes/050225.png
3;Castelo Branco;Castelo Branco;União das freguesias de Cebolais de Cima e Retaxo;050226;
3;Castelo Branco;Castelo Branco;União das freguesias de Escalos de Baixo e Mata;050227;
3;Castelo Branco;Castelo Branco;União das freguesias de Escalos de Cima e Lousa;050228;
3;Castelo Branco;Castelo Branco;União das freguesias de Freixial e Juncal do Campo;050229;
3;Castelo Branco;Castelo Branco;União das freguesias de Ninho do Açor e Sobral do Campo;050230;
3;Castelo Branco;Castelo Branco;União das freguesias de Póvoa de Rio de Moinhos e Cafede;050231;
3;Castelo Branco;Covilhã;Aldeia de São Francisco de Assis;050302;https://dados.gov.pt/s/brasoes/050302.png
3;Castelo Branco;Covilhã;Boidobra;050305;https://dados.gov.pt/s/brasoes/050305.png
3;Castelo Branco;Covilhã;Cortes do Meio;050308;https://dados.gov.pt/s/brasoes/050308.png
3;Castelo Branco;Covilhã;Dominguizo;050309;https://dados.gov.pt/s/brasoes/050309.png
3;Castelo Branco;Covilhã;Erada;050310;https://dados.gov.pt/s/brasoes/050310.png
3;Castelo Branco;Covilhã;Ferro;050311;https://dados.gov.pt/s/brasoes/050311.png
3;Castelo Branco;Covilhã;Orjais;050312;https://dados.gov.pt/s/brasoes/050312.png
3;Castelo Branco;Covilhã;Paul;050314;https://dados.gov.pt/s/brasoes/050314.png
3;Castelo Branco;Covilhã;Peraboa;050315;https://dados.gov.pt/s/brasoes/050315.png
3;Castelo Branco;Covilhã;São Jorge da Beira;050318;https://dados.gov.pt/s/brasoes/050318.png
3;Castelo Branco;Covilhã;Sobral de São Miguel;050322;https://dados.gov.pt/s/brasoes/050322.png
3;Castelo Branco;Covilhã;Tortosendo;050324;https://dados.gov.pt/s/brasoes/050324.png
3;Castelo Branco;Covilhã;Unhais da Serra;050325;https://dados.gov.pt/s/brasoes/050325.png
3;Castelo Branco;Covilhã;Verdelhos;050327;https://dados.gov.pt/s/brasoes/050327.png
3;Castelo Branco;Covilhã;União das freguesias de Barco e Coutada;050332;
3;Castelo Branco;Covilhã;União das freguesias de Cantar-Galo e Vila do Carvalho;050333;
3;Castelo Branco;Covilhã;União das freguesias de Casegas e Ourondo;050334;
3;Castelo Branco;Covilhã;União das freguesias de Covilhã e Canhoso;050335;
3;Castelo Branco;Covilhã;União das freguesias de Peso e Vales do Rio;050336;
3;Castelo Branco;Covilhã;União das freguesias de Teixoso e Sarzedo;050337;
3;Castelo Branco;Covilhã;União das freguesias de Vale Formoso e Aldeia do Souto;050338;
3;Castelo Branco;Fundão;Alcaide;050401;https://dados.gov.pt/s/brasoes/050401.png
3;Castelo Branco;Fundão;Alcaria;050402;https://dados.gov.pt/s/brasoes/050402.png
3;Castelo Branco;Fundão;Alcongosta;050403;https://dados.gov.pt/s/brasoes/050403.png
3;Castelo Branco;Fundão;Alpedrinha;050406;https://dados.gov.pt/s/brasoes/050406.png
3;Castelo Branco;Fundão;Barroca;050408;https://dados.gov.pt/s/brasoes/050408.png
3;Castelo Branco;Fundão;Bogas de Cima;050410;https://dados.gov.pt/s/brasoes/050410.png
3;Castelo Branco;Fundão;Capinha;050411;https://dados.gov.pt/s/brasoes/050411.png
3;Castelo Branco;Fundão;Castelejo;050412;https://dados.gov.pt/s/brasoes/050412.png
3;Castelo Branco;Fundão;Castelo Novo;050413;https://dados.gov.pt/s/brasoes/050413.png
3;Castelo Branco;Fundão;Fatela;050416;https://dados.gov.pt/s/brasoes/050416.png
3;Castelo Branco;Fundão;Lavacolhos;050419;https://dados.gov.pt/s/brasoes/050419.png
3;Castelo Branco;Fundão;Orca;050420;https://dados.gov.pt/s/brasoes/050420.png
3;Castelo Branco;Fundão;Pêro Viseu;050421;https://dados.gov.pt/s/brasoes/050421.png
3;Castelo Branco;Fundão;Silvares;050424;
3;Castelo Branco;Fundão;Soalheira;050425;https://dados.gov.pt/s/brasoes/050425.png
3;Castelo Branco;Fundão;Souto da Casa;050426;https://dados.gov.pt/s/brasoes/050426.png
3;Castelo Branco;Fundão;Telhado;050427;https://dados.gov.pt/s/brasoes/050427.png
3;Castelo Branco;Fundão;Enxames;050431;https://dados.gov.pt/s/brasoes/050431.png
3;Castelo Branco;Fundão;Três Povos;050432;
3;Castelo Branco;Fundão;União das freguesias de Janeiro de Cima e Bogas de Baixo;050433;
3;Castelo Branco;Fundão;União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;050434;
3;Castelo Branco;Fundão;União das freguesias de Póvoa de Atalaia e Atalaia do Campo;050435;
3;Castelo Branco;Fundão;União das freguesias de Vale de Prazeres e Mata da Rainha;050436;
3;Castelo Branco;Idanha-a-Nova;Aldeia de Santa Margarida;050502;https://dados.gov.pt/s/brasoes/050502.png
3;Castelo Branco;Idanha-a-Nova;Ladoeiro;050505;https://dados.gov.pt/s/brasoes/050505.png
3;Castelo Branco;Idanha-a-Nova;Medelim;050506;https://dados.gov.pt/s/brasoes/050506.png
3;Castelo Branco;Idanha-a-Nova;Oledo;050509;https://dados.gov.pt/s/brasoes/050509.png
3;Castelo Branco;Idanha-a-Nova;Penha Garcia;050510;https://dados.gov.pt/s/brasoes/050510.png
3;Castelo Branco;Idanha-a-Nova;Proença-a-Velha;050511;https://dados.gov.pt/s/brasoes/050511.png
3;Castelo Branco;Idanha-a-Nova;Rosmaninhal;050512;https://dados.gov.pt/s/brasoes/050512.png
3;Castelo Branco;Idanha-a-Nova;São Miguel de Acha;050514;https://dados.gov.pt/s/brasoes/050514.png
3;Castelo Branco;Idanha-a-Nova;Toulões;050516;https://dados.gov.pt/s/brasoes/050516.png
3;Castelo Branco;Idanha-a-Nova;União das freguesias de Idanha-a-Nova e Alcafozes;050518;
3;Castelo Branco;Idanha-a-Nova;União das freguesias de Monfortinho e Salvaterra do Extremo;050519;
3;Castelo Branco;Idanha-a-Nova;União das freguesias de Monsanto e Idanha-a-Velha;050520;
3;Castelo Branco;Idanha-a-Nova;União das freguesias de Zebreira e Segura;050521;
3;Castelo Branco;Oleiros;Álvaro;050601;https://dados.gov.pt/s/brasoes/050601.png
3;Castelo Branco;Oleiros;Cambas;050603;https://dados.gov.pt/s/brasoes/050603.png
3;Castelo Branco;Oleiros;Isna;050605;https://dados.gov.pt/s/brasoes/050605.png
3;Castelo Branco;Oleiros;Madeirã;050606;https://dados.gov.pt/s/brasoes/050606.png
3;Castelo Branco;Oleiros;Mosteiro;050607;
3;Castelo Branco;Oleiros;Orvalho;050609;https://dados.gov.pt/s/brasoes/050609.png
3;Castelo Branco;Oleiros;Sarnadas de São Simão;050610;https://dados.gov.pt/s/brasoes/050610.png
3;Castelo Branco;Oleiros;Sobral;050611;https://dados.gov.pt/s/brasoes/050611.png
3;Castelo Branco;Oleiros;Estreito-Vilar Barroco;050613;
3;Castelo Branco;Oleiros;Oleiros-Amieira;050614;
3;Castelo Branco;Penamacor;Aranhas;050704;https://dados.gov.pt/s/brasoes/050704.png
3;Castelo Branco;Penamacor;Benquerença;050706;https://dados.gov.pt/s/brasoes/050706.png
3;Castelo Branco;Penamacor;Meimão;050707;https://dados.gov.pt/s/brasoes/050707.png
3;Castelo Branco;Penamacor;Meimoa;050708;https://dados.gov.pt/s/brasoes/050708.png
3;Castelo Branco;Penamacor;Penamacor;050710;https://dados.gov.pt/s/brasoes/050710.png
3;Castelo Branco;Penamacor;Salvador;050711;https://dados.gov.pt/s/brasoes/050711.png
3;Castelo Branco;Penamacor;Vale da Senhora da Póvoa;050712;https://dados.gov.pt/s/brasoes/050712.png
3;Castelo Branco;Penamacor;União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;050713;
3;Castelo Branco;Penamacor;União das freguesias de Pedrógão de São Pedro e Bemposta;050714;
3;Castelo Branco;Proença-a-Nova;Montes da Senhora;050802;https://dados.gov.pt/s/brasoes/050802.png
3;Castelo Branco;Proença-a-Nova;São Pedro do Esteval;050805;https://dados.gov.pt/s/brasoes/050805.png
3;Castelo Branco;Proença-a-Nova;União das freguesias de Proença-a-Nova e Peral;050807;
3;Castelo Branco;Proença-a-Nova;União das freguesias de Sobreira Formosa e Alvito da Beira;050808;
3;Castelo Branco;Sertã;Cabeçudo;050901;https://dados.gov.pt/s/brasoes/050901.png
3;Castelo Branco;Sertã;Carvalhal;050902;
3;Castelo Branco;Sertã;Castelo;050903;https://dados.gov.pt/s/brasoes/050903.png
3;Castelo Branco;Sertã;Pedrógão Pequeno;050911;https://dados.gov.pt/s/brasoes/050911.png
3;Castelo Branco;Sertã;Sertã;050912;https://dados.gov.pt/s/brasoes/050912.png
3;Castelo Branco;Sertã;Troviscal;050913;https://dados.gov.pt/s/brasoes/050913.png
3;Castelo Branco;Sertã;Várzea dos Cavaleiros;050914;https://dados.gov.pt/s/brasoes/050914.png
3;Castelo Branco;Sertã;União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;050915;
3;Castelo Branco;Sertã;União das freguesias de Cumeada e Marmeleiro;050916;
3;Castelo Branco;Sertã;União das freguesias de Ermida e Figueiredo;050917;
3;Castelo Branco;Vila de Rei;Fundada;051001;https://dados.gov.pt/s/brasoes/051001.png
3;Castelo Branco;Vila de Rei;São João do Peso;051002;https://dados.gov.pt/s/brasoes/051002.png
3;Castelo Branco;Vila de Rei;Vila de Rei;051003;https://dados.gov.pt/s/brasoes/051003.png
3;Castelo Branco;Vila Velha de Ródão;Fratel;051101;https://dados.gov.pt/s/brasoes/051101.png
3;Castelo Branco;Vila Velha de Ródão;Perais;051102;https://dados.gov.pt/s/brasoes/051102.png
3;Castelo Branco;Vila Velha de Ródão;Sarnadas de Ródão;051103;https://dados.gov.pt/s/brasoes/051103.png
3;Castelo Branco;Vila Velha de Ródão;Vila Velha de Ródão;051104;https://dados.gov.pt/s/brasoes/051104.png
3;Coimbra;Arganil;Arganil;060102;https://dados.gov.pt/s/brasoes/060102.png
3;Coimbra;Arganil;Benfeita;060104;https://dados.gov.pt/s/brasoes/060104.png
3;Coimbra;Arganil;Celavisa;060105;https://dados.gov.pt/s/brasoes/060105.png
3;Coimbra;Arganil;Folques;060109;https://dados.gov.pt/s/brasoes/060109.png
3;Coimbra;Arganil;Piódão;060111;https://dados.gov.pt/s/brasoes/060111.png
3;Coimbra;Arganil;Pomares;060112;https://dados.gov.pt/s/brasoes/060112.png
3;Coimbra;Arganil;Pombeiro da Beira;060113;https://dados.gov.pt/s/brasoes/060113.png
3;Coimbra;Arganil;São Martinho da Cortiça;060114;https://dados.gov.pt/s/brasoes/060114.png
3;Coimbra;Arganil;Sarzedo;060115;https://dados.gov.pt/s/brasoes/060115.png
3;Coimbra;Arganil;Secarias;060116;https://dados.gov.pt/s/brasoes/060116.png
3;Coimbra;Arganil;União das freguesias de Cepos e Teixeira;060119;
3;Coimbra;Arganil;União das freguesias de Cerdeira e Moura da Serra;060120;
3;Coimbra;Arganil;União das freguesias de Côja e Barril de Alva;060121;
3;Coimbra;Arganil;União das freguesias de Vila Cova de Alva e Anseriz;060122;
3;Coimbra;Cantanhede;Ançã;060201;https://dados.gov.pt/s/brasoes/060201.png
3;Coimbra;Cantanhede;Cadima;060203;https://dados.gov.pt/s/brasoes/060203.png
3;Coimbra;Cantanhede;Cordinhã;060205;https://dados.gov.pt/s/brasoes/060205.png
3;Coimbra;Cantanhede;Febres;060207;https://dados.gov.pt/s/brasoes/060207.png
3;Coimbra;Cantanhede;Murtede;060208;https://dados.gov.pt/s/brasoes/060208.png
3;Coimbra;Cantanhede;Ourentã;060209;https://dados.gov.pt/s/brasoes/060209.png
3;Coimbra;Cantanhede;Tocha;060214;https://dados.gov.pt/s/brasoes/060214.png
3;Coimbra;Cantanhede;São Caetano;060215;https://dados.gov.pt/s/brasoes/060215.png
3;Coimbra;Cantanhede;Sanguinheira;060218;https://dados.gov.pt/s/brasoes/060218.png
3;Coimbra;Cantanhede;União das freguesias de Cantanhede e Pocariça;060220;
3;Coimbra;Cantanhede;União das freguesias de Covões e Camarneira;060221;
3;Coimbra;Cantanhede;União das freguesias de Portunhos e Outil;060222;
3;Coimbra;Cantanhede;União das freguesias de Sepins e Bolho;060223;
3;Coimbra;Cantanhede;União das freguesias de Vilamar e Corticeiro de Cima;060224;
3;Coimbra;Coimbra;Almalaguês;060301;https://dados.gov.pt/s/brasoes/060301.png
3;Coimbra;Coimbra;Brasfemes;060309;https://dados.gov.pt/s/brasoes/060309.png
3;Coimbra;Coimbra;Ceira;060311;https://dados.gov.pt/s/brasoes/060311.png
3;Coimbra;Coimbra;Cernache;060312;https://dados.gov.pt/s/brasoes/060312.png
3;Coimbra;Coimbra;Santo António dos Olivais;060318;https://dados.gov.pt/s/brasoes/060318.png
3;Coimbra;Coimbra;São João do Campo;060320;https://dados.gov.pt/s/brasoes/060320.png
3;Coimbra;Coimbra;São Silvestre;060324;https://dados.gov.pt/s/brasoes/060324.png
3;Coimbra;Coimbra;Torres do Mondego;060329;https://dados.gov.pt/s/brasoes/060329.png
3;Coimbra;Coimbra;União das freguesias de Antuzede e Vil de Matos;060332;
3;Coimbra;Coimbra;União das freguesias de Assafarge e Antanhol;060333;
3;Coimbra;Coimbra;União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);060334;
3;Coimbra;Coimbra;União das freguesias de Eiras e São Paulo de Frades;060335;
3;Coimbra;Coimbra;União das freguesias de Santa Clara e Castelo Viegas;060336;
3;Coimbra;Coimbra;União das freguesias de São Martinho de Árvore e Lamarosa;060337;
3;Coimbra;Coimbra;União das freguesias de São Martinho do Bispo e Ribeira de Frades;060338;
3;Coimbra;Coimbra;União das freguesias de Souselas e Botão;060339;
3;Coimbra;Coimbra;União das freguesias de Taveiro, Ameal e Arzila;060340;
3;Coimbra;Coimbra;União das freguesias de Trouxemil e Torre de Vilela;060341;
3;Coimbra;Condeixa-a-Nova;Anobra;060401;https://dados.gov.pt/s/brasoes/060401.png
3;Coimbra;Condeixa-a-Nova;Ega;060406;https://dados.gov.pt/s/brasoes/060406.png
3;Coimbra;Condeixa-a-Nova;Furadouro;060407;https://dados.gov.pt/s/brasoes/060407.png
3;Coimbra;Condeixa-a-Nova;Zambujal;060410;https://dados.gov.pt/s/brasoes/060410.png
3;Coimbra;Condeixa-a-Nova;União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;060411;
3;Coimbra;Condeixa-a-Nova;União das freguesias de Sebal e Belide;060412;
3;Coimbra;Condeixa-a-Nova;União das freguesias de Vila Seca e Bem da Fé;060413;
3;Coimbra;Figueira da Foz;Alqueidão;060502;https://dados.gov.pt/s/brasoes/060502.png
3;Coimbra;Figueira da Foz;Maiorca;060507;https://dados.gov.pt/s/brasoes/060507.png
3;Coimbra;Figueira da Foz;Marinha das Ondas;060508;https://dados.gov.pt/s/brasoes/060508.png
3;Coimbra;Figueira da Foz;Tavarede;060512;https://dados.gov.pt/s/brasoes/060512.png
3;Coimbra;Figueira da Foz;Vila Verde;060513;
